customer,age,children,income,numHandsets,handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,churn
1086456,80.0,False,2.0,1,248.0,True,0.0,B,False,True,91.63,1228.0,94.99,0.0,3.32,-0.82,0.045,281.78,22.33,0.0,1.309937738,1.664093511,16.67,8,0.67,True
1067721,40.0,True,6.0,1,273.0,True,0.0,E,False,True,53.22,269.75,29.99,33.0,0.0,-1.755,-0.306,10.68,1.0,0.67,5.8083252660000015,-13.73487675,0.67,9,0.33,True
1093576,34.0,False,4.0,4,59.0,True,99.99,B,False,True,57.76,2159.5,10.0,297.5,0.0,8.93,0.5589999999999999,844.47,88.33,117.0,0.96999971,-32.47901987,54.0,10,0.33,True
1061277,58.0,True,9.0,1,313.0,True,0.0,B,False,True,54.64,97.75,59.99,0.0,2.75,-0.215,0.01,0.06,0.0,0.0,2.881152461,-0.8951165999999999,5.0,10,0.0,False
1005031,38.0,True,5.0,4,197.0,True,29.99,A,False,True,41.83,521.5,37.99,0.0,0.0,-2.15,0.008,82.63,12.33,5.67,0.729462631,5.6655769760000005,8.0,33,2.33,False
1011672,32.0,False,3.0,2,933.0,True,29.99,D,False,True,51.17,255.25,49.99,0.0,0.0,-2.425,-0.0236,114.19,3.0,4.0,2.412781219,9.814235539,3.33,31,0.0,True
1090105,30.0,True,7.0,1,215.0,True,0.0,B,False,True,10.0,56.75,10.0,1.25,0.0,-0.435,-0.01,10.99,7.67,2.67,1.5723472669999998,-4.4039335280000005,2.0,7,0.0,True
1046513,50.0,True,7.0,1,479.0,True,0.0,B,False,True,31.78,1421.0,10.0,82.75,0.36,-10.6,-0.4456,642.53,89.67,45.67,0.80062201,-5.416995406,19.0,16,0.0,True
1047295,18.0,False,6.0,2,233.0,True,149.99,E,True,False,114.94,1144.25,49.99,177.75,0.0,4.895,0.7398,358.2,44.67,10.0,1.206066683,-0.749874397,21.0,18,2.67,False
1003081,38.0,False,8.0,2,380.0,True,29.99,A,False,True,51.35,291.0,29.99,0.0,3.16,0.16,0.0232,38.15,9.0,0.67,2.7769149310000003,-4.411495555,7.67,42,0.0,False
1032972,56.0,False,3.0,1,563.0,True,0.0,D,False,True,123.51,622.25,37.83,237.75,1.65,6.235,2.0538,226.44,16.0,2.0,0.931938776,11.07504775,7.67,19,6.33,False
1034186,54.0,True,9.0,2,407.0,True,149.99,D,False,True,43.07,468.75,18.14,63.5,0.0,-8.295,-1.2474,146.38,33.67,7.33,0.664522293,7.798168095,10.0,22,1.0,True
1078017,54.0,True,6.0,2,215.0,True,399.99,B,False,True,55.17,624.0,59.99,4.25,0.49,-5.46,-0.0562,140.1,77.0,35.0,1.028969782,-17.75613404,101.67,7,0.0,False
1076028,48.0,False,9.0,2,389.0,True,149.99,B,False,True,84.24,496.5,44.99,140.0,0.0,-3.11,-0.943,62.29,41.67,1.33,4.552129222,-18.89974717,21.0,13,0.0,True
1090859,36.0,False,5.0,2,88.0,True,149.99,E,True,True,44.59,600.0,44.99,57.0,0.0,-1.14,-0.192,169.77,37.67,22.67,1.651329888,-9.576803389,12.67,11,2.0,False
1052898,56.0,True,6.0,1,429.0,True,0.0,A,False,True,79.64,1030.25,84.99,0.5,0.0,-2.505,0.006,237.3,135.67,56.67,0.504154229,-10.91441607,14.67,14,0.0,True
1086694,30.0,False,2.0,1,185.0,True,0.0,B,False,True,114.13,1020.25,59.99,187.0,2.89,1.715,0.378,168.81,16.33,0.0,2.7674142280000003,20.86011566,24.67,6,0.33,False
1091234,30.0,True,3.0,1,312.0,True,0.0,E,False,True,73.63,907.5,53.07,70.5,2.35,-6.41,-0.4182,144.17,13.0,0.0,0.973053085,31.14865271,18.0,11,9.0,False
1087402,36.0,False,4.0,1,350.0,False,0.0,B,False,True,67.73,387.0,13.33,41.0,0.0,-7.74,1.6456,44.36,27.33,0.67,1.730769231,15.85375735,5.67,12,1.33,False
1063411,36.0,True,4.0,1,362.0,True,0.0,B,False,False,43.71,346.0,39.99,38.5,0.0,1.16,0.1316,46.08,38.0,3.0,2.251403135,-14.13979785,30.33,12,0.0,True
1081201,60.0,False,4.0,1,375.0,True,0.0,B,False,False,48.43,244.0,44.99,26.25,0.0,3.86,0.5464,20.47,10.0,0.0,3.1131561010000004,-10.6444055,7.0,13,0.33,False
1020612,50.0,False,9.0,1,734.0,True,0.0,C,False,True,63.94,62.0,79.99,1.5,0.0,-0.84,-0.002,17.35,5.33,3.33,3.095714286,-1.958972636,4.0,24,0.0,False
1051997,26.0,False,6.0,2,323.0,True,9.99,G,True,False,58.95,456.5,49.99,0.0,0.0,-2.03,-0.0052,149.06,22.67,7.0,1.655243761,4.718627391,10.67,18,0.0,False
1021225,46.0,True,6.0,1,664.0,True,0.0,B,False,False,83.43,338.0,29.99,150.5,0.0,-1.1,-0.4528,108.66,6.33,5.33,0.878537593,2.156665995,14.0,22,0.0,True
1098887,54.0,False,4.0,1,933.0,True,0.0,A,False,True,17.63,8.33,16.99,1.33,0.0,0.3134,0.0192,0.0,0.0,0.0,0.33,-16.55659746,1.0,31,0.0,False
1054029,40.0,False,5.0,1,419.0,False,0.0,B,False,True,10.0,12.0,10.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,-16.97988033,0.0,14,0.0,True
1002701,28.0,False,7.0,5,938.0,True,59.99,A,False,True,31.83,136.25,29.99,5.25,0.0,1.295,0.1102,26.63,3.33,1.0,0.60372478,7.543317489,0.67,39,0.0,True
1017437,50.0,True,1.0,2,300.0,True,29.99,A,False,True,29.68,144.25,29.83,0.25,0.0,-0.665,-0.004,25.03,24.0,10.0,1.4091374019999998,-5.9823112489999986,4.67,23,0.33,True
1022828,30.0,True,6.0,2,230.0,True,59.99,F,False,False,29.8,167.25,39.35,0.0,0.0,0.835,0.0398,47.91,1.33,1.33,2.2132,9.525765822,6.67,25,3.67,False
1021004,62.0,False,7.0,1,836.0,True,0.0,B,False,True,32.44,108.5,29.99,7.0,0.0,0.09,-0.049,7.26,4.0,1.33,1.486420754,-3.242151817,0.67,28,0.0,False
1048391,48.0,False,6.0,1,467.0,True,0.0,B,True,True,33.24,5.75,29.99,0.0,0.0,-0.115,0.0,0.0,0.0,0.0,0.0,-10.65001705,0.0,15,0.0,False
1066237,32.0,False,6.0,1,454.0,True,0.0,B,False,True,21.22,17.5,19.99,1.5,0.64,0.09,-0.009000000000000001,0.0,0.0,0.0,0.0,-9.70223968,0.0,15,0.0,True
1027610,64.0,False,6.0,1,649.0,True,0.0,B,False,True,30.24,148.5,29.99,0.0,0.0,-0.21,-0.005,1.6,5.33,0.0,4.1290743160000005,-19.44692876,3.67,21,0.0,False
1076950,56.0,True,6.0,1,221.0,True,0.0,D,False,True,82.7,526.25,54.99,129.75,2.23,-2.845,-0.708,144.88,2.33,1.67,2.369881506,-11.9398157,12.67,7,2.33,False
1016647,30.0,False,4.0,1,781.0,False,0.0,C,False,True,33.24,35.25,29.99,0.0,0.0,-0.125,0.0,5.35,5.0,0.33,1.0,-3.651122438,0.67,26,0.33,False
1037965,48.0,False,9.0,2,209.0,True,149.99,B,False,True,34.49,537.0,32.49,0.0,1.46,-4.18,-0.04,175.48,37.67,4.0,2.456210993,6.885584408,5.33,17,0.0,False
1011347,30.0,True,6.0,2,685.0,True,29.99,A,False,True,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.183099231,0.0,31,0.0,True
1071490,46.0,False,7.0,1,356.0,True,0.0,B,True,True,34.99,545.25,44.99,0.0,0.0,2.235,0.0,0.0,0.0,0.0,0.0,10.21341499,0.0,12,0.0,True
1047636,36.0,True,6.0,1,581.0,True,0.0,B,False,True,34.99,182.25,44.99,0.0,0.0,-0.485,0.0,9.99,6.67,0.0,1.999558888,-2.70334132,0.33,20,0.67,False
1000971,52.0,False,6.0,2,411.0,True,29.99,A,False,True,35.24,892.5,44.99,0.0,0.0,0.03,-0.005,208.82,8.33,2.0,1.016983627,-15.16025063,13.33,49,3.0,False
1086735,70.0,False,6.0,2,264.0,True,129.99,B,False,True,61.78,526.0,44.99,56.75,0.0,-2.28,-0.3576,75.8,62.67,7.0,1.15625,6.017871047000001,9.67,10,0.33,True
1062590,32.0,False,6.0,3,40.0,True,149.99,G,True,False,93.8,968.75,10.0,296.75,3.88,9.205,2.1694,112.17,35.0,5.67,2.990197535,11.72360312,8.67,14,0.33,False
1094274,24.0,False,3.0,2,50.0,True,149.99,E,True,False,60.99,649.0,44.99,53.75,0.0,2.28,0.6478,137.8,29.0,7.67,0.921054709,-0.865743385,12.33,7,3.0,False
1042485,34.0,False,5.0,1,462.0,True,0.0,B,False,True,64.63,701.0,49.99,16.75,0.0,-1.6,-0.1206,19.23,1.0,0.0,1.0189063740000002,4.004380321,24.0,15,0.67,True
1060903,52.0,False,9.0,1,316.0,True,0.0,B,False,True,75.36,614.75,56.24,71.5,0.0,1.425,-0.8074,335.89,21.67,15.33,0.938552632,-3.064156855,3.0,10,0.0,False
1007073,44.0,True,6.0,1,1045.0,False,0.0,A,False,True,20.74,31.0,12.99,31.0,0.0,0.46,0.115,13.59,2.33,1.67,5.666666667,-1.062395145,0.0,35,0.0,True
1048482,44.0,True,7.0,1,466.0,False,0.0,C,False,True,39.68,354.0,49.99,14.0,0.0,2.08,0.026,10.92,4.67,1.67,2.256153846,8.78814492,7.0,15,3.0,True
1041947,28.0,False,5.0,3,2.0,True,99.99,E,False,False,56.91,879.0,44.99,30.0,0.16,-5.36,0.0642,0.0,0.0,0.0,0.0,-7.374495446,0.0,15,0.0,False
1042374,50.0,True,7.0,1,633.0,True,0.0,B,False,True,121.88,560.5,81.28,115.5,0.0,1.11,0.3364,167.11,16.33,18.67,3.45,-4.052052217,12.33,21,0.0,True
1024250,54.0,True,2.0,1,685.0,True,0.0,A,False,True,10.0,0.75,10.0,0.0,0.0,-0.015,0.0,0.0,0.0,0.0,0.0,2.368693148,0.0,23,0.0,False
1036090,24.0,False,6.0,1,528.0,True,0.0,B,False,False,36.83,121.75,29.99,14.5,0.26,-0.795,-0.1092,2.51,0.33,0.0,15.665,6.623587295,1.0,17,0.0,False
1029778,48.0,True,6.0,2,301.0,True,149.99,C,False,True,36.78,104.0,43.54,0.25,0.0,0.62,0.0292,12.55,8.33,3.0,1.53621068,-6.836031799,1.0,21,1.67,False
1035736,38.0,True,2.0,3,192.0,True,79.99,A,True,False,79.49,1025.75,84.99,0.0,0.0,0.805,0.01,293.27,89.0,44.33,0.7048477740000001,-1.935465659,14.33,20,1.67,True
1098733,42.0,False,5.0,2,246.0,True,29.99,A,False,True,34.92,1302.33,44.99,0.0,1.48,-4.4866,0.0554,14.3,15.33,2.33,0.567250725,-19.32740214,3.67,32,21.0,False
1082880,84.0,False,5.0,1,201.0,True,0.0,G,False,True,30.26,27.25,39.99,0.0,0.0,0.435,-0.0054,0.07,0.0,0.0,0.1994003,-10.32930843,1.0,7,0.0,False
1033889,46.0,False,7.0,3,195.0,True,39.99,B,False,True,77.0,761.0,49.99,94.75,0.0,2.74,1.1938,215.49,22.33,20.33,1.642037037,-1.3898207580000002,23.67,20,2.67,True
1014929,38.0,True,9.0,3,346.0,True,9.99,C,False,True,137.12,600.75,119.1,28.25,2.6,0.005,0.0068,0.0,0.0,0.0,0.0,-3.314293674,0.0,31,0.0,False
1000540,38.0,False,6.0,2,872.0,True,29.99,C,False,True,71.01,711.5,59.99,69.25,0.0,-7.63,-0.4006,210.82,27.0,9.33,0.936390087,9.087285854,12.67,51,0.0,False
1026120,28.0,False,5.0,3,229.0,True,79.99,B,True,False,39.57,188.75,39.99,0.0,0.0,-3.335,-0.0316,61.83,11.67,5.0,3.2835,-1.631262715,2.0,20,0.0,True
1001009,44.0,True,9.0,3,80.0,True,9.99,A,False,True,10.7,111.25,9.71,0.0,0.0,0.235,0.0256,40.95,7.0,10.67,16.02145923,-17.57165664,0.0,51,0.0,False
1025564,28.0,False,5.0,4,59.0,True,129.99,E,False,True,59.19,703.0,49.99,23.0,0.0,0.04,-0.1186,201.72,125.67,7.33,0.961767022,1.610500389,20.0,22,10.33,True
1043908,34.0,False,6.0,2,22.0,True,29.99,D,False,True,177.84,1026.25,44.91,425.75,0.0,-5.305,-1.125,157.28,138.33,55.67,2.145454545,-16.91220079,31.67,19,0.33,True
1020576,40.0,True,9.0,2,575.0,True,59.99,A,False,True,82.03,648.0,84.99,3.0,2.83,2.36,0.0114,74.81,40.33,0.0,5.021704437,12.74621368,6.0,28,0.0,False
1013456,28.0,False,1.0,1,842.0,True,0.0,A,False,True,52.24,524.0,50.0,5.5,0.0,-1.08,-0.033,324.08,21.0,0.0,1.436273404,15.55611186,3.0,28,1.33,True
1007498,24.0,False,5.0,1,932.0,True,0.0,C,True,True,32.51,154.25,32.49,0.0,0.29,-1.085,0.0194,62.05,4.33,0.0,2.636151149,-3.648605171,2.33,31,0.0,True
1061781,56.0,True,9.0,1,372.0,True,0.0,C,False,True,70.72,919.75,69.99,35.75,0.0,4.465,0.6436,781.11,16.33,1.0,1.115393492,-12.98612843,3.67,12,0.33,False
1035295,44.0,True,4.0,2,264.0,True,59.99,C,False,True,23.74,879.0,30.48,1.75,0.0,-17.58,-1.636,279.91,69.33,23.33,0.6244333329999999,1.826769011,56.67,22,11.33,False
1004174,36.0,False,8.0,7,128.0,True,129.99,C,False,True,95.98,1666.75,84.99,127.25,0.16,-2.635,-0.2498,468.0,33.33,7.0,2.167036586,0.267481587,16.0,34,5.33,False
1006842,42.0,False,6.0,1,1002.0,True,0.0,A,False,True,51.18,486.25,50.0,3.75,0.0,-0.145,-0.0238,10.12,1.0,0.0,1.936108422,12.33805732,0.0,33,9.67,False
1038151,48.0,False,3.0,2,212.0,True,29.99,C,False,True,148.06,1394.5,54.98,321.75,0.0,-9.07,-1.8018,528.02,44.0,61.0,0.7692307690000001,6.186169817000001,12.33,19,0.0,False
1009864,36.0,False,6.0,10,30.0,True,0.0,A,False,True,79.64,1593.25,112.49,0.0,0.16,4.655,0.2196,399.32,91.67,36.33,1.05012612,3.783991154,8.0,35,2.0,False
1096665,56.0,False,8.0,1,206.0,True,0.0,B,False,True,10.0,12.75,10.0,0.0,0.0,-0.255,0.0,0.78,2.33,0.0,2.498127341,11.1890071,0.0,7,0.0,False
1007061,46.0,False,6.0,1,1045.0,False,0.0,C,False,True,10.2,78.25,10.0,0.0,0.2,-0.005,0.0116,29.37,5.67,1.0,0.660904931,1.815168331,0.33,35,0.0,True
1012125,38.0,False,8.0,5,189.0,True,129.99,C,False,True,100.23,1472.75,69.99,130.5,0.0,4.705,1.0608,270.19,71.33,21.67,0.763333333,6.425067147,45.33,31,11.33,True
1054856,54.0,True,6.0,3,39.0,True,129.99,E,False,True,103.93,1798.0,44.99,220.25,0.0,-14.92,-2.0786,137.41,24.0,0.67,0.995732396,9.099003539,46.33,14,4.0,True
1052070,32.0,False,8.0,1,436.0,True,0.0,B,False,True,44.92,440.25,49.99,0.0,3.22,0.295,0.0172,92.76,11.67,5.0,2.960882353,20.31020413,8.67,14,0.0,True
1080360,62.0,False,8.0,1,270.0,True,0.0,B,False,True,30.67,240.25,39.99,0.0,0.68,2.695,-0.0136,8.06,1.0,0.33,3.70875,-4.437770568,1.33,9,0.0,False
1047176,26.0,False,4.0,1,525.0,True,0.0,B,True,True,108.87,668.75,49.99,80.25,1.57,-11.695,-1.0516,88.38,49.0,0.0,2.046938415,13.21191715,3.33,18,0.0,True
1024504,54.0,True,9.0,1,789.0,True,0.0,C,False,True,50.25,330.5,50.0,0.0,0.0,-1.31,0.0148,28.74,12.0,0.0,4.708333333,0.384248884,10.0,26,0.67,True
1078087,38.0,True,8.0,1,216.0,True,0.0,B,False,True,61.52,60.75,69.99,0.0,0.0,0.005,-0.0306,9.13,4.67,1.67,1.58375,-4.936195384,3.67,7,0.0,False
1012867,30.0,False,7.0,3,327.0,False,39.99,C,False,True,36.35,215.75,34.98,0.0,0.0,1.345,0.0226,68.58,35.33,12.0,0.566440993,1.999583498,14.33,30,0.0,True
1008219,50.0,True,6.0,3,340.0,True,29.99,G,False,True,41.48,485.0,44.99,0.0,0.0,-1.1,-0.005,135.66,25.33,8.33,0.950319149,2.326945157,7.33,34,9.0,True
1012816,46.0,False,9.0,3,91.0,True,149.99,F,False,False,50.24,227.75,59.99,0.0,0.0,-0.035,-0.005,30.74,4.0,0.33,4.318442884,-4.006758539,4.67,32,0.0,False
1004893,38.0,True,8.0,2,158.0,True,29.99,A,False,True,73.05,653.0,59.99,59.25,0.53,1.74,-0.3236,122.47,47.67,8.33,3.550408202,-3.710512435,8.0,33,0.0,False
1006583,48.0,False,8.0,1,1006.0,True,0.0,A,False,True,32.23,87.75,30.0,0.0,1.66,-0.995,-0.0416,0.5,7.0,0.0,10.30930931,5.411806085,5.33,33,0.0,False
1033676,46.0,True,7.0,2,198.0,True,59.99,D,False,True,68.31,633.25,54.99,90.75,0.0,-3.245,-0.6268,124.72,50.33,12.67,1.13279661,-5.547320067999999,10.0,18,1.0,False
1029134,26.0,False,5.0,2,72.0,True,149.99,B,False,True,74.99,169.75,44.99,0.0,0.0,-0.455,-0.8,4.82,5.0,1.33,2.157058824,-10.59624169,18.33,21,0.0,False
1068825,22.0,False,3.0,1,435.0,True,0.0,B,False,True,35.31,439.0,44.99,0.0,0.32,1.88,-0.0064,0.0,0.0,0.0,0.0,25.24891255,0.0,15,0.0,True
1026940,26.0,False,6.0,3,302.0,True,39.99,B,True,True,53.96,617.75,59.99,0.0,0.0,0.765,-0.0002,82.84,46.33,8.33,1.327088212,-14.57298386,78.67,22,2.67,True
1097628,44.0,True,6.0,1,118.0,True,0.0,C,False,False,45.15,96.75,55.15,0.0,0.0,-1.375,-0.2904,7.85,1.33,0.33,1.305833333,-10.21329634,1.33,11,2.33,True
1021140,46.0,False,6.0,1,773.0,False,0.0,E,False,True,97.78,701.25,50.0,153.5,0.0,4.175,1.1744,115.78,3.67,1.0,1.727658238,-17.60796441,9.33,26,0.33,True
1022268,40.0,True,9.0,2,121.0,True,29.99,B,False,True,64.69,241.75,42.49,0.0,2.75,0.105,-0.2266,14.27,7.33,1.33,3.061849357,12.02960167,6.33,23,0.67,False
1040547,42.0,True,6.0,1,543.0,True,0.0,B,False,True,61.7,378.0,32.49,93.25,0.0,6.9,1.7132,43.88,29.0,3.0,3.2132,-5.595689932999999,5.67,18,0.0,False
1041470,42.0,True,9.0,1,580.0,False,0.0,B,False,True,16.99,23.75,16.99,0.0,0.0,0.185,0.0,0.13,3.0,0.0,4.11,-14.8503108,0.67,20,0.0,False
1039529,24.0,False,6.0,3,124.0,True,129.99,G,False,True,81.59,561.5,34.98,18.25,12.61,-5.65,-0.9202,67.42,36.33,10.67,1.308375,-26.89900556,26.67,18,0.0,True
1097833,48.0,False,7.0,2,492.0,True,29.99,A,False,True,12.03,37.25,0.0,26.75,0.0,-0.185,-0.0078,9.5,0.33,0.67,1.384083045,-7.020708131,0.67,57,0.0,False
1004669,42.0,True,9.0,3,345.0,True,129.99,A,False,True,41.72,119.25,42.49,0.5,0.16,2.355,0.0134,8.8,5.0,2.67,1.5280135819999998,26.4097894,2.67,37,0.0,False
1024712,48.0,True,6.0,2,269.0,True,79.99,B,False,True,73.94,1063.75,54.98,39.0,0.0,4.225,0.9458,300.16,17.0,11.0,1.2304320990000002,-9.341582218,11.0,22,0.0,True
1006290,52.0,True,7.0,4,653.0,True,59.99,A,False,True,58.06,532.0,50.0,31.25,0.0,-0.64,-0.1612,63.49,24.0,0.0,1.362088536,-7.473518872,34.67,33,0.0,True
1067996,60.0,False,6.0,3,78.0,True,59.99,D,True,False,70.33,823.5,39.91,27.25,0.58,9.17,-0.1428,109.03,23.33,0.33,0.882352941,-9.632068711,38.0,13,3.0,True
1046584,62.0,False,6.0,1,592.0,True,0.0,B,False,True,83.07,353.0,54.99,6.75,33.48,-4.44,-0.6466,83.32,9.0,6.67,2.430549146,10.16057329,3.0,20,0.0,False
1046990,50.0,False,7.0,1,588.0,True,0.0,A,False,True,12.33,234.25,10.0,0.0,0.1,-1.465,-0.0386,14.0,27.0,0.0,5.807275047999999,28.24528074,4.67,20,0.0,True
1004135,46.0,True,6.0,5,343.5,True,79.99,A,False,True,95.35,1254.25,84.99,28.75,0.0,-7.605,-0.2824,660.44,32.33,14.67,2.597189118,2.029867417,14.33,40,3.33,False
1003833,50.0,False,7.0,7,6.0,True,99.99,C,True,False,50.93,567.25,49.99,0.0,0.2,5.115,0.0364,118.86,36.33,17.67,0.385549067,17.36720598,6.0,41,0.0,False
1087935,38.0,False,9.0,1,237.0,True,0.0,B,False,True,37.08,154.75,44.99,0.0,1.84,2.765,0.069,17.87,12.67,0.33,1.88875,-6.020092922000001,9.33,8,0.0,True
1074235,36.0,True,6.0,1,402.0,True,0.0,C,False,True,169.95,819.0,39.99,361.75,0.1,-8.86,-2.6994,51.72,166.0,34.0,0.743197425,5.055228805,67.67,14,2.67,True
1018031,22.0,True,3.0,2,312.0,True,79.99,B,True,True,31.35,327.75,39.99,1.75,0.0,3.265,0.022,0.0,0.0,0.0,0.0,3.362326589,0.0,25,0.0,True
1094083,56.0,False,7.0,1,274.0,True,0.0,B,False,False,15.5,154.75,10.0,13.75,0.0,1.765,0.162,33.08,27.0,12.33,2.123086344,-3.516175684,0.67,10,0.0,False
1083113,46.0,False,6.0,2,154.0,True,59.99,B,True,False,39.99,0.0,49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.586314062,0.0,11,0.0,True
1089969,26.0,True,1.0,1,262.0,True,0.0,E,False,True,41.12,297.75,44.99,1.0,0.0,0.945,-0.003,41.78,19.0,4.0,2.462591412,19.8725926,7.0,9,4.0,False
1042404,30.0,False,6.0,1,571.0,True,0.0,B,True,False,94.56,1297.75,75.0,39.25,2.17,-0.995,-0.3298,0.0,0.0,0.0,0.0,-17.02360706,0.0,19,0.0,True
1029048,36.0,True,6.0,5,399.0,True,59.99,B,False,True,10.9,76.5,10.0,3.0,0.0,-0.67,0.054000000000000006,4.89,4.33,2.0,12.87553648,0.447294533,3.67,25,0.67,True
1016703,48.0,False,9.0,4,121.0,True,149.99,C,False,True,176.93,888.0,68.95,284.75,24.98,-8.3,-1.9726,317.81,41.0,6.33,2.20476989,4.4978093910000005,7.0,28,0.0,False
1033944,58.0,False,6.0,1,723.0,True,0.0,B,False,True,36.61,33.75,32.49,0.0,0.87,0.505,0.0138,0.0,3.33,0.0,8.383233533,-1.676843102,0.67,24,0.0,True
1033121,50.0,False,9.0,1,731.0,True,0.0,A,False,True,55.17,193.75,42.49,48.75,0.5,5.785,0.7609999999999999,11.87,13.0,1.67,1.293326436,3.16451584,0.33,25,0.67,True
1005356,34.0,False,6.0,1,1148.0,True,0.0,A,False,True,33.24,119.25,32.49,0.0,0.26,0.435,0.0056,4.72,0.0,0.0,7.31408776,7.2239482860000015,0.0,38,0.0,False
1034086,46.0,True,9.0,1,552.0,True,0.0,C,False,True,77.0,261.25,29.99,130.0,0.0,-2.925,-0.9006,66.19,4.67,0.0,2.150315032,-15.13815675,16.67,18,1.0,True
1048409,54.0,True,9.0,1,442.0,True,0.0,B,False,True,31.01,308.5,30.0,0.0,0.0,0.01,-0.0022,34.23,27.67,1.33,1.25801379,-0.655794609,15.0,15,0.0,True
1065598,26.0,True,5.0,1,289.0,True,0.0,B,False,True,72.68,984.25,40.57,150.25,0.0,12.435,0.9848,0.0,0.0,0.0,0.0,4.025525499,0.0,10,0.0,False
1026693,48.0,False,6.0,3,138.0,True,99.99,B,True,True,187.88,1109.75,39.99,253.5,46.49,-1.275,-1.1742,369.36,36.33,5.33,2.610843244,1.194310007,7.33,26,1.0,False
1008803,50.0,False,7.0,4,284.0,True,9.99,A,False,True,51.99,626.0,59.99,0.0,1.75,3.76,0.1042,103.52,6.0,0.0,1.310138889,-9.720589858,4.67,32,0.33,False
1069155,26.0,False,6.0,1,326.0,True,0.0,D,False,True,30.19,322.5,29.99,0.5,0.0,-2.37,-0.004,72.08,19.0,1.0,1.112359551,-4.318838975,11.0,11,2.67,False
1027504,32.0,False,6.0,1,696.0,True,0.0,B,True,False,33.24,111.0,29.99,0.0,0.0,0.58,0.0,34.31,10.33,5.0,0.979585524,1.495515811,3.33,23,1.33,True
1046203,44.0,True,5.0,2,330.0,True,29.99,B,False,True,86.56,984.5,70.15,70.25,0.59,1.59,1.4356,300.01,90.33,33.67,0.927616322,6.956574275,26.33,16,2.67,True
1090838,30.0,False,5.0,5,6.0,True,79.99,D,False,True,106.47,1119.0,119.99,0.0,0.0,-9.66,-0.0296,370.49,33.67,38.67,1.823828719,-1.076586047,11.33,7,2.33,True
1091371,42.0,False,4.0,1,311.0,True,0.0,B,False,True,51.48,292.0,69.99,0.0,0.0,0.92,-0.01,56.6,27.0,16.33,1.974171667,5.127873405,4.67,11,0.0,False
